0,0,0
-0.0177085,-0.00179821,0.00478955
-0.0243922,0.0414856,0.0122198
-0.0361207,0.0131298,0.0150114
-0.0598798,0.0117862,-0.0143413
-0.0177201,-0.0186496,0.00694185
0.00280305,0.00384742,0.0188069
-0.00833709,-0.0310867,0.00518759
-0.00855627,-0.00807209,0.0514942
-0.0206843,-0.00674352,0.0838037
-0.00974125,-0.0802361,0.0916292
-0.0561565,-0.0478103,0.110686
-0.0748225,-0.0369231,0.0959447
-0.0558984,-0.0253837,0.13402
-0.0753685,-0.0686144,0.126985
-0.0755185,-0.0771817,0.136137
-0.0574131,-0.108163,0.188948
-0.11706,-0.150828,0.228888
-0.120314,-0.0989137,0.213308
-0.0714598,-0.140201,0.206752
-0.0375633,-0.122386,0.218272
-0.0592948,-0.131097,0.181064
-0.0847106,-0.137477,0.187248
-0.102591,-0.151916,0.155079
-0.119848,-0.130001,0.151999
-0.0867539,-0.150178,0.15027
-0.152227,-0.0892319,0.114646
-0.15978,-0.0966454,0.0910987
-0.141405,-0.130926,0.10745
-0.20721,-0.0890707,0.156299
-0.238829,-0.111046,0.18935
-0.262033,-0.118766,0.176414
-0.305269,-0.150426,0.149326
-0.346222,-0.134666,0.0850496
-0.347587,-0.150851,0.0729319
-0.339226,-0.203589,0.0299301
-0.313388,-0.247946,0.00963685
-0.365168,-0.230687,-0.0084061
-0.384451,-0.262627,-0.0336744
-0.408721,-0.232947,-0.0728472
-0.389734,-0.218076,-0.10577
-0.433668,-0.230925,-0.0643187
-0.372985,-0.214513,-0.117315
-0.405298,-0.170317,-0.155107
-0.446298,-0.168566,-0.159198
-0.450125,-0.149917,-0.165709
-0.431929,-0.103048,-0.18965
-0.397753,-0.0815774,-0.240638
-0.417218,-0.0807301,-0.240549
-0.404404,-0.087549,-0.283312
-0.458611,-0.094484,-0.294859
-0.461257,-0.107088,-0.317774
-0.459522,-0.0851397,-0.347548
-0.453634,-0.0581382,-0.349338
-0.531323,-0.00109818,-0.303523
-0.570567,0.0109748,-0.30619
-0.597096,-0.0324995,-0.293298
-0.561086,-0.029015,-0.358586
-0.539217,-0.0297743,-0.334646
-0.611577,0.00612705,-0.313874
-0.630138,0.0179141,-0.308646
-0.646822,-0.0147108,-0.288609
-0.594318,-0.0190269,-0.24839
-0.597063,-0.0331839,-0.26976
-0.580597,-0.0542381,-0.264676
-0.558177,-0.0488857,-0.190829
-0.553663,0.0167731,-0.192211
-0.562929,0.0189769,-0.212609
-0.584395,0.0582692,-0.209004
-0.554143,0.0504816,-0.219001
-0.590525,0.00855849,-0.187085
-0.541942,0.0169787,-0.177175
-0.555405,-0.0163403,-0.162446
-0.583606,-0.0349206,-0.155486
-0.622916,-0.092509,-0.149493
-0.594273,-0.0827175,-0.110697
-0.605877,-0.0639894,-0.170295
